Ticker,total_return,annual_volatility,sharpe
AAPL,0.027187159189829835,0.1656007500407414,8.536991997459808
ASML,0.018527815397338415,0.2444811314115224,3.9407801947704435
MSFT,0.00015389661827386325,0.10968712479731471,0.07295864637739874
TSLA,0.02703992867163693,0.4359006858280782,3.2256803823421487
